risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
50,services.c,kain_service_descriptor_copy,159,*,,,0,"ZeroMemory(destination, sizeof(*destination));",no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_registry_init,610,*,,,0,"ZeroMemory(registry, sizeof(*registry));",no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_registry_register,686,*,,,0,"ZeroMemory(descriptor, sizeof(*descriptor));",no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_registry_probe_native_net_service,778,*,,,0,int* out_probe_passed,no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_registry_probe_native_process_service,800,*,,,0,int* out_probe_passed,no nearby overflow or range guard | multiplication can amplify overflow
50,services.c,kain_service_registry_validate_required,953,*,,,0,int* diagnostic_count,no nearby overflow or range guard | multiplication can amplify overflow
50,simd.c,kain_simd_dot_avx2_raw,189,+,memcpy(,,0,"__builtin_memcpy(&left_values, left + index, sizeof(left_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_dot_avx2_raw,190,+,memcpy(,,0,"__builtin_memcpy(&right_values, right + index, sizeof(right_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_affine_stats_avx2_raw,226,+,memcpy(,,0,"__builtin_memcpy(&left_values, left + index, sizeof(left_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_affine_stats_avx2_raw,227,+,memcpy(,,0,"__builtin_memcpy(&right_values, right + index, sizeof(right_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_dot_avx512_raw,271,+,memcpy(,,0,"__builtin_memcpy(&left_values, left + index, sizeof(left_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_dot_avx512_raw,272,+,memcpy(,,0,"__builtin_memcpy(&right_values, right + index, sizeof(right_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_affine_stats_avx512_raw,308,+,memcpy(,,0,"__builtin_memcpy(&left_values, left + index, sizeof(left_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,simd.c,kain_simd_affine_stats_avx512_raw,309,+,memcpy(,,0,"__builtin_memcpy(&right_values, right + index, sizeof(right_values));",no nearby overflow or range guard | size math feeds allocation or copy sink
50,stdlib_abi.c,abi_copy_text,102,*,,,0,"static void abi_copy_text(char* destination, size_t capacity, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_copy_text,108,+,,,0,while (source[index] != '\0' && index + 1u < capacity) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,stdlib_abi.c,abi_attrition_json_write_events,397,*,,,0,"static void abi_attrition_json_write_events(FILE* stream, const KainAttritionEvent* events, size_t count) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_copy_payload_allocation,618,*,,,0,"static void* abi_copy_payload_allocation(const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_copy_payload_allocation,627,*,,,0,"value = (KainNativeTaggedValue*)kain_alloc_rc(allocation_size, 4);",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_tagged_new,641,*,,,0,"static void* abi_tagged_new(int64_t tag, const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_tagged_new,642,*,,,0,"KainNativeTaggedValue* value = (KainNativeTaggedValue*)abi_copy_payload_allocation(payload, payload_size);",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_option_some,661,*,,,0,"void* abi_option_some(const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_tagged_payload_copy,686,*,,,0,"int64_t abi_tagged_payload_copy(const void* value, void* out_payload, int64_t out_payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_option_payload_copy,707,*,,,0,"int64_t abi_option_payload_copy(const void* value, void* out_payload, int64_t out_payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_result_ok,714,*,,,0,"void* abi_result_ok(const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_result_err,718,*,,,0,"void* abi_result_err(const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_result_payload_copy,732,*,,,0,"int64_t abi_result_payload_copy(const void* value, void* out_payload, int64_t out_payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_future_ready_from_value,769,*,,,0,"void* abi_future_ready_from_value(const void* payload, int64_t payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_future_ready_from_value,777,*,,,0,"future_value = (KainNativeFutureValue*)kain_alloc_rc(allocation_size, 4);",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_future_await_payload_copy,813,*,,,0,"int64_t abi_future_await_payload_copy(const void* future_value, void* out_payload, int64_t out_payload_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_async_sleep_future,857,*,,,0,"future_value = (KainNativeFutureValue*)kain_alloc_rc(sizeof(KainNativeFutureValue), 4);",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_copy_actor_name,916,*,,,0,"static void abi_copy_actor_name(char* destination, size_t destination_size, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_copy_actor_name,922,+,,,0,while (source[index] != '\0' && index + 1 < destination_size) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,stdlib_abi.c,abi_entangle_binding_at,1134,*,,,0,static const KainRuntimeEntangleBinding* abi_entangle_binding_at(int64_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_authority,1145,*,,,0,const char* abi_entangle_get_authority(int64_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_authority,1146,*,,,0,const KainRuntimeEntangleBinding* binding = abi_entangle_binding_at(index);,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_mirror,1150,*,,,0,const char* abi_entangle_get_mirror(int64_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_mirror,1151,*,,,0,const KainRuntimeEntangleBinding* binding = abi_entangle_binding_at(index);,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_policy,1155,*,,,0,const char* abi_entangle_get_policy(int64_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_policy,1156,*,,,0,const KainRuntimeEntangleBinding* binding = abi_entangle_binding_at(index);,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_type_name,1160,*,,,0,const char* abi_entangle_get_type_name(int64_t index) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_entangle_get_type_name,1161,*,,,0,const KainRuntimeEntangleBinding* binding = abi_entangle_binding_at(index);,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_string_with_len,1333,*,,,0,"static char* abi_fs_string_with_len(const char* source, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_copy_message,1348,*,,,0,"static void abi_fs_copy_message(char* destination, size_t destination_size, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_builder_reserve,1473,*,,,0,"static int abi_fs_builder_reserve(KainNativeFsTextBuilder* builder, size_t additional) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_builder_reserve,1504,*,realloc(,SIZE_MAX,0,"grown = (char*)realloc(builder->data, next_capacity);",size math feeds allocation or copy sink | multiplication can amplify overflow | pointer or indexed arithmetic
50,stdlib_abi.c,abi_fs_write_mode_len,1654,*,,,0,"static int64_t abi_fs_write_mode_len(const char* path, const char* content, size_t length, const char* mode) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_read_text_range,1732,*,,,0,"const char* abi_fs_read_text_range(const char* path, int64_t offset, int64_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_write_text_len,1774,*,,,0,"int64_t abi_fs_write_text_len(const char* path, const char* content, int64_t content_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_append_text_len,1786,*,,,0,"int64_t abi_fs_append_text_len(const char* path, const char* content, int64_t content_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_read_byte_range_hex,1801,*,,,0,"const char* abi_fs_read_byte_range_hex(const char* path, int64_t offset, int64_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_read_byte_range_hex,1839,*,,,0,"if (abi_fs_builder_reserve(&builder, read_count * 2) != 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_read_bytes_hex,1857,*,,,0,const char* abi_fs_read_bytes_hex(const char* path) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_write_bytes_hex,1888,*,,,0,"int64_t abi_fs_write_bytes_hex(const char* path, const char* hex) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_write_bytes_hex,1911,+,,,0,int lo = abi_fs_hex_value(hex[index + 1]);,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,stdlib_abi.c,abi_fs_metadata_text,2042,*,,,0,"if (_snprintf_s(pattern, sizeof(pattern), _TRUNCATE, ""%s\\*"", path) < 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2074,*,,,0,"if (_snprintf_s(pattern, sizeof(pattern), _TRUNCATE, ""%s\\*"", path) < 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2267,*,,,0,"int64_t abi_fs_copy_file_streaming(const char* src, const char* dest, int64_t chunk_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2281,*,,,0,if (buffer_size > 1024 * 1024) {,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2282,*,,,0,buffer_size = 1024 * 1024;,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2431,*,,,0,"static void abi_fs_temp_base(char* buffer, size_t buffer_size) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2439,*,,,0,"static void abi_fs_temp_path(char* buffer, size_t buffer_size, const char* prefix, int attempt) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2496,*,,,0,"int64_t abi_fs_atomic_write_text_len(const char* path, const char* content, int64_t content_length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2567,*,,,0,size_t base = index * 4;,no nearby overflow or range guard | multiplication can amplify overflow
50,stdlib_abi.c,abi_fs_metadata_text,2640,*,,,0,"static void abi_sha256_update(KainNativeSha256* ctx, const unsigned char* data, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
